customer_id,gender,age,city,signup_date.1,order_id,order_date,restaurant_name,dish_name,category,quantity,price,payment_method,order_frequency,last_order_date.1,loyalty_points,churned,rating,rating_date.1,delivery_status,
C3951,Other,Teenager,Multan,03-09-2024,O7951,22-01-2024,Subway,Fries,Italian,5,1311.51,Wallet,27,05-02-2025,75,Active,3,13-04-2025,Cancelled,
C6263,Male,Teenager,Multan,17-04-2024,O10263,22-01-2024,Pizza Hut,Pasta,Chinese,5,380.27,Cash,37,25-08-2024,445,Active,4,26-04-2025,Delayed,
C6131,Other,Teenager,Lahore,01-04-2025,O10131,22-01-2024,Pizza Hut,Pizza,Chinese,1,1239.25,Card,23,15-01-2025,111,Inactive,1,30-01-2025,Cancelled,
C5899,Male,Senior,Karachi,02-09-2024,O9899,23-01-2024,KFC,Pasta,Fast Food,2,1044.36,Cash,8,03-01-2025,144,Inactive,2,20-11-2024,Cancelled,
C1995,Other,Adult,Karachi,11-02-2025,O5995,23-01-2024,McDonald's,Burger,Italian,3,465.92,Wallet,47,10-12-2024,248,Active,1,29-08-2024,Delayed,
C1255,Other,Teenager,Multan,17-08-2024,O5255,23-01-2024,Pizza Hut,Sandwich,Chinese,5,1471.38,Cash,27,13-05-2025,200,Active,2,21-01-2025,Delayed,
C4651,Female,Senior,Karachi,02-12-2023,O8651,23-01-2024,KFC,Pizza,Continental,4,429.31,Cash,10,29-06-2025,15,Inactive,4,16-06-2025,Delivered,
C3932,Other,Teenager,Peshawar,31-10-2023,O7932,23-01-2024,Subway,Pasta,Fast Food,3,776.94,Cash,29,10-10-2024,443,Inactive,5,16-03-2025,Delivered,
C6720,Other,Teenager,Karachi,19-09-2023,O10720,23-01-2024,Pizza Hut,Fries,Dessert,4,1224.6,Card,8,09-07-2025,254,Active,4,11-12-2024,Delivered,
C2572,Female,Senior,Lahore,22-03-2024,O6572,23-01-2024,McDonald's,Sandwich,Chinese,1,265.79,Card,27,16-11-2024,128,Inactive,4,21-12-2024,Cancelled,
C2933,Other,Teenager,Peshawar,11-04-2025,O6933,23-01-2024,Burger King,Sandwich,Chinese,5,1466.08,Wallet,45,18-05-2025,336,Inactive,5,12-09-2024,Delivered,
C6357,Other,Teenager,Multan,30-10-2024,O10357,23-01-2024,McDonald's,Pizza,Chinese,3,381.22,Cash,24,05-01-2025,328,Inactive,3,03-03-2025,Cancelled,
C5445,Female,Adult,Karachi,07-12-2024,O9445,23-01-2024,Burger King,Sandwich,Italian,3,1069.27,Card,6,01-05-2025,268,Inactive,3,19-04-2025,Delivered,
C6424,Female,Teenager,Islamabad,24-03-2024,O10424,24-01-2024,McDonald's,Fries,Fast Food,2,675.1,Card,26,16-07-2025,463,Inactive,2,19-11-2024,Delivered,
C3623,Female,Adult,Peshawar,13-09-2023,O7623,24-01-2024,KFC,Sandwich,Continental,5,364.45,Wallet,10,05-02-2025,339,Inactive,1,20-09-2024,Delivered,
C5385,Other,Senior,Multan,03-01-2025,O9385,24-01-2024,KFC,Pizza,Continental,5,276.85,Cash,7,25-08-2024,114,Inactive,3,20-03-2025,Cancelled,
C4307,Male,Senior,Islamabad,04-09-2024,O8307,24-01-2024,Burger King,Fries,Dessert,2,815.64,Card,6,28-09-2024,328,Active,2,09-05-2025,Cancelled,
C1211,Male,Senior,Multan,20-12-2023,O5211,24-01-2024,Burger King,Burger,Italian,2,580.58,Wallet,46,14-03-2025,343,Active,4,18-07-2025,Cancelled,
C3193,Other,Teenager,Islamabad,18-01-2024,O7193,24-01-2024,KFC,Burger,Continental,5,658.43,Card,26,22-10-2024,99,Active,2,01-12-2024,Cancelled,
C2834,Other,Teenager,Karachi,04-12-2024,O6834,24-01-2024,Pizza Hut,Burger,Dessert,2,591.03,Card,1,14-04-2025,23,Active,1,20-07-2025,Cancelled,
C4913,Male,Senior,Multan,16-12-2023,O8913,24-01-2024,KFC,Sandwich,Fast Food,4,1461.55,Wallet,16,17-01-2025,50,Active,2,22-10-2024,Cancelled,
C5976,Male,Teenager,Karachi,17-12-2023,O9976,24-01-2024,Pizza Hut,Fries,Continental,3,585.86,Card,49,18-01-2025,219,Active,4,01-07-2025,Delayed,
C2487,Male,Teenager,Multan,04-02-2025,O6487,25-01-2024,KFC,Pizza,Dessert,4,1409.75,Wallet,38,05-02-2025,233,Inactive,3,11-08-2025,Delivered,
C6098,Female,Senior,Multan,06-04-2024,O10098,25-01-2024,Pizza Hut,Sandwich,Chinese,1,354.09,Card,13,09-08-2025,85,Active,1,18-07-2025,Cancelled,
C5117,Male,Teenager,Multan,18-01-2025,O9117,25-01-2024,McDonald's,Burger,Italian,3,919.5,Wallet,28,01-01-2025,180,Active,4,20-03-2025,Delayed,
C3330,Female,Adult,Lahore,13-10-2024,O7330,25-01-2024,Subway,Sandwich,Italian,5,1345.32,Wallet,49,25-12-2024,270,Inactive,3,20-06-2025,Cancelled,
C2580,Other,Senior,Multan,08-03-2025,O6580,25-01-2024,Pizza Hut,Fries,Chinese,4,1277.04,Cash,30,06-03-2025,124,Active,4,07-03-2025,Cancelled,
C4857,Female,Senior,Peshawar,09-06-2025,O8857,25-01-2024,Burger King,Pasta,Italian,3,1195.09,Wallet,49,30-11-2024,82,Inactive,3,03-09-2024,Cancelled,
C3417,Male,Senior,Peshawar,17-10-2024,O7417,25-01-2024,Burger King,Fries,Dessert,1,378.48,Cash,21,19-09-2024,80,Active,3,16-02-2025,Delayed,
C4017,Male,Senior,Peshawar,24-07-2024,O8017,26-01-2024,Pizza Hut,Sandwich,Chinese,1,1075.73,Wallet,33,24-01-2025,155,Inactive,1,31-05-2025,Delivered,
C1979,Other,Teenager,Peshawar,15-11-2023,O5979,26-01-2024,McDonald's,Burger,Continental,4,793.48,Cash,8,26-11-2024,58,Active,4,03-07-2025,Delayed,
C4801,Other,Teenager,Karachi,03-06-2024,O8801,26-01-2024,Pizza Hut,Pizza,Chinese,3,1337.76,Card,39,28-12-2024,13,Inactive,2,22-11-2024,Delivered,
C6054,Other,Teenager,Peshawar,15-11-2023,O10054,26-01-2024,KFC,Burger,Fast Food,2,840.56,Wallet,33,19-06-2025,274,Inactive,1,09-06-2025,Delayed,
C2190,Male,Teenager,Lahore,19-01-2024,O6190,26-01-2024,KFC,Sandwich,Chinese,3,1331.21,Card,40,19-10-2024,469,Inactive,1,26-10-2024,Delayed,
C2749,Female,Teenager,Karachi,25-10-2024,O6749,26-01-2024,KFC,Sandwich,Italian,2,1135.77,Card,36,23-01-2025,416,Active,4,16-01-2025,Delayed,
C6981,Female,Teenager,Karachi,04-06-2025,O10981,26-01-2024,McDonald's,Sandwich,Continental,4,764.18,Card,18,28-04-2025,476,Active,5,26-10-2024,Cancelled,
C4603,Other,Senior,Lahore,19-09-2023,O8603,26-01-2024,Subway,Burger,Fast Food,5,400.08,Card,35,21-06-2025,20,Active,1,15-09-2024,Delivered,
C6610,Male,Senior,Karachi,19-08-2024,O10610,26-01-2024,McDonald's,Sandwich,Dessert,3,1433.71,Wallet,11,08-05-2025,217,Inactive,1,06-06-2025,Delayed,
C5262,Male,Senior,Lahore,29-06-2025,O9262,27-01-2024,Burger King,Sandwich,Fast Food,5,677.58,Card,32,27-12-2024,111,Active,3,29-08-2024,Delivered,
C2336,Female,Senior,Islamabad,08-06-2025,O6336,27-01-2024,KFC,Pasta,Chinese,2,1240.12,Wallet,5,29-06-2025,372,Active,2,09-03-2025,Cancelled,
C5345,Female,Adult,Karachi,16-09-2024,O9345,27-01-2024,McDonald's,Burger,Continental,3,661.62,Cash,42,17-11-2024,401,Active,5,19-11-2024,Cancelled,
C3358,Other,Teenager,Multan,18-11-2023,O7358,27-01-2024,KFC,Fries,Fast Food,5,964.26,Cash,35,23-06-2025,364,Inactive,5,27-06-2025,Delivered,
C6348,Female,Adult,Karachi,01-04-2024,O10348,27-01-2024,Burger King,Pasta,Chinese,3,801.26,Card,22,17-09-2024,142,Active,4,04-03-2025,Delivered,
C1165,Male,Senior,Lahore,31-07-2024,O5165,27-01-2024,McDonald's,Burger,Continental,1,456.55,Cash,15,18-12-2024,222,Inactive,5,10-09-2024,Delivered,
C1057,Male,Adult,Lahore,23-09-2023,O5057,27-01-2024,McDonald's,Pasta,Fast Food,5,1188.1,Wallet,10,07-10-2024,349,Inactive,5,23-01-2025,Cancelled,
C1328,Male,Senior,Karachi,11-12-2023,O5328,27-01-2024,Subway,Pizza,Continental,1,910.55,Card,10,27-04-2025,203,Inactive,5,22-10-2024,Cancelled,
C2078,Other,Senior,Karachi,22-10-2024,O6078,27-01-2024,McDonald's,Pizza,Dessert,5,371.56,Cash,48,17-05-2025,311,Inactive,5,09-07-2025,Delivered,
C6567,Male,Senior,Karachi,02-09-2023,O10567,28-01-2024,Burger King,Sandwich,Chinese,3,526.09,Cash,34,29-04-2025,378,Inactive,2,26-12-2024,Delivered,
C1322,Male,Adult,Karachi,22-07-2025,O5322,28-01-2024,Pizza Hut,Pizza,Continental,1,466.7,Cash,41,07-02-2025,131,Active,1,27-03-2025,Delayed,
C5603,Other,Senior,Karachi,26-04-2025,O9603,28-01-2024,Subway,Fries,Chinese,1,1489.11,Cash,46,04-07-2025,141,Active,3,01-03-2025,Delivered,
C3505,Female,Teenager,Lahore,06-08-2025,O7505,28-01-2024,McDonald's,Pasta,Continental,1,111.42,Cash,32,14-07-2025,47,Inactive,1,20-09-2024,Delivered,
C4326,Female,Senior,Islamabad,27-07-2025,O8326,28-01-2024,McDonald's,Sandwich,Chinese,2,234.92,Card,42,11-02-2025,180,Active,1,14-09-2024,Delayed,
C2502,Female,Senior,Multan,06-07-2024,O6502,28-01-2024,KFC,Fries,Dessert,2,1427.82,Card,20,11-02-2025,460,Active,4,26-09-2024,Cancelled,
C5963,Female,Adult,Lahore,13-05-2025,O9963,28-01-2024,KFC,Pizza,Dessert,5,1023.22,Wallet,24,23-06-2025,181,Active,2,16-11-2024,Cancelled,
C5168,Male,Adult,Lahore,26-08-2023,O9168,29-01-2024,Subway,Sandwich,Fast Food,4,1335.08,Wallet,3,26-04-2025,94,Inactive,4,12-08-2025,Delayed,
C6670,Male,Adult,Islamabad,10-05-2024,O10670,29-01-2024,KFC,Pasta,Chinese,2,1367.64,Wallet,22,28-02-2025,159,Active,3,21-02-2025,Delivered,
C2067,Other,Adult,Islamabad,30-03-2024,O6067,29-01-2024,KFC,Fries,Continental,4,571.84,Card,3,12-05-2025,120,Inactive,5,27-04-2025,Delivered,
C4793,Female,Teenager,Multan,17-02-2025,O8793,29-01-2024,KFC,Burger,Dessert,1,986.14,Card,23,23-11-2024,287,Active,3,21-06-2025,Cancelled,
C3570,Female,Senior,Islamabad,27-12-2023,O7570,29-01-2024,McDonald's,Pasta,Italian,2,722.68,Cash,15,25-02-2025,0,Active,4,26-02-2025,Delivered,
C6352,Female,Senior,Islamabad,01-08-2024,O10352,29-01-2024,KFC,Fries,Dessert,2,176.9,Card,1,22-09-2024,134,Inactive,5,17-01-2025,Cancelled,
C2155,Male,Teenager,Lahore,05-10-2024,O6155,29-01-2024,Burger King,Sandwich,Continental,3,1262.56,Card,34,16-02-2025,178,Inactive,1,20-11-2024,Delayed,
C1714,Female,Senior,Karachi,04-03-2025,O5714,29-01-2024,Burger King,Pasta,Continental,5,328.51,Cash,17,21-09-2024,108,Active,1,05-08-2025,Delayed,
C4283,Female,Senior,Islamabad,09-03-2024,O8283,29-01-2024,Pizza Hut,Pasta,Dessert,5,866.88,Cash,48,23-11-2024,229,Inactive,5,28-09-2024,Cancelled,
C4767,Female,Adult,Islamabad,20-04-2025,O8767,30-01-2024,Burger King,Fries,Italian,1,806.81,Cash,50,01-08-2025,311,Active,3,13-01-2025,Delayed,
C2599,Female,Senior,Peshawar,22-08-2024,O6599,30-01-2024,Subway,Burger,Fast Food,3,907.98,Card,23,13-05-2025,302,Active,1,14-11-2024,Cancelled,
C5547,Female,Senior,Multan,31-12-2023,O9547,30-01-2024,McDonald's,Pasta,Fast Food,4,1232.33,Card,5,04-08-2025,19,Inactive,5,21-05-2025,Delivered,
C4944,Female,Senior,Multan,22-10-2023,O8944,30-01-2024,McDonald's,Burger,Dessert,5,418.94,Card,16,25-01-2025,73,Inactive,2,18-02-2025,Delivered,
C6861,Female,Senior,Karachi,06-12-2024,O10861,30-01-2024,KFC,Pizza,Dessert,3,596.24,Wallet,49,29-11-2024,177,Active,4,04-04-2025,Delayed,
C1291,Female,Adult,Lahore,16-11-2023,O5291,30-01-2024,Pizza Hut,Sandwich,Continental,4,342.31,Wallet,46,23-01-2025,276,Active,4,26-10-2024,Delivered,
C5257,Other,Teenager,Karachi,01-11-2023,O9257,30-01-2024,Pizza Hut,Pasta,Continental,4,862.35,Wallet,48,23-10-2024,400,Inactive,2,01-10-2024,Delivered,
C2754,Female,Teenager,Lahore,22-07-2025,O6754,30-01-2024,Subway,Burger,Dessert,4,1330.87,Card,43,04-11-2024,128,Inactive,5,06-05-2025,Delivered,
C6133,Female,Adult,Islamabad,24-02-2024,O10133,30-01-2024,KFC,Pasta,Fast Food,4,456.94,Wallet,48,22-07-2025,42,Active,1,03-01-2025,Delayed,
C3216,Other,Adult,Islamabad,08-10-2023,O7216,30-01-2024,McDonald's,Burger,Italian,2,1130.65,Cash,16,13-08-2025,211,Active,2,09-05-2025,Delayed,
C5212,Other,Senior,Lahore,25-10-2023,O9212,30-01-2024,KFC,Burger,Italian,4,1004.77,Wallet,36,09-06-2025,263,Active,1,17-08-2025,Delivered,
C4301,Other,Adult,Karachi,08-01-2024,O8301,31-01-2024,Subway,Pasta,Chinese,1,763.67,Card,30,20-07-2025,315,Inactive,4,26-04-2025,Delivered,
C6160,Female,Adult,Peshawar,22-06-2024,O10160,31-01-2024,McDonald's,Pizza,Fast Food,4,1427.37,Card,47,26-05-2025,384,Active,3,28-03-2025,Cancelled,
C3238,Other,Senior,Multan,29-03-2025,O7238,31-01-2024,Subway,Burger,Dessert,4,1425.94,Wallet,9,02-11-2024,15,Inactive,3,28-11-2024,Cancelled,
C3401,Other,Senior,Peshawar,07-04-2025,O7401,31-01-2024,McDonald's,Sandwich,Fast Food,5,1482.22,Card,28,16-05-2025,238,Active,1,14-12-2024,Delayed,
C6806,Other,Senior,Multan,26-07-2025,O10806,31-01-2024,Burger King,Burger,Italian,3,909.33,Card,29,16-11-2024,226,Inactive,2,17-04-2025,Cancelled,
C4518,Other,Senior,Multan,19-10-2023,O8518,31-01-2024,KFC,Burger,Fast Food,2,1202.07,Card,5,22-10-2024,242,Active,1,21-02-2025,Delivered,
C3084,Other,Adult,Karachi,01-06-2024,O7084,02-01-2024,Subway,Sandwich,Dessert,4,956.21,Cash,35,24-01-2025,39,Inactive,2,20-11-2024,Delivered,
C5982,Female,Adult,Karachi,16-04-2024,O9982,02-01-2024,Pizza Hut,Sandwich,Fast Food,4,814,Cash,34,24-04-2025,280,Inactive,3,26-08-2024,Delivered,
C1860,Other,Adult,Karachi,26-08-2023,O5860,02-01-2024,Subway,Pasta,Chinese,3,1361.64,Wallet,31,23-10-2024,30,Inactive,5,14-08-2025,Cancelled,
C1766,Male,Teenager,Peshawar,15-08-2024,O5766,02-01-2024,KFC,Sandwich,Chinese,3,870.23,Cash,40,25-09-2024,305,Active,2,19-07-2025,Delivered,
C3626,Male,Senior,Multan,27-10-2023,O7626,02-01-2024,Subway,Burger,Dessert,4,296.34,Wallet,12,19-05-2025,196,Active,3,19-07-2025,Delivered,
C2007,Other,Adult,Peshawar,09-10-2024,O6007,02-01-2024,Subway,Pasta,Italian,5,1478.69,Cash,21,21-07-2025,391,Active,1,04-08-2025,Delivered,
C2575,Male,Senior,Islamabad,27-04-2025,O6575,02-01-2024,Burger King,Pasta,Fast Food,1,1290.2,Cash,42,01-06-2025,308,Active,1,20-10-2024,Cancelled,
C2439,Other,Adult,Karachi,07-01-2024,O6439,02-01-2024,McDonald's,Burger,Continental,4,1196.99,Card,32,03-12-2024,252,Active,2,30-01-2025,Cancelled,
C2864,Male,Teenager,Karachi,08-06-2025,O6864,02-02-2024,KFC,Pasta,Dessert,1,1286.55,Cash,4,23-03-2025,454,Active,1,26-04-2025,Delayed,
C1136,Other,Senior,Peshawar,18-03-2024,O5136,02-02-2024,KFC,Burger,Chinese,5,1149.89,Wallet,19,03-09-2024,351,Active,4,05-11-2024,Cancelled,
C5185,Other,Senior,Multan,04-12-2023,O9185,02-02-2024,KFC,Burger,Chinese,3,178.65,Cash,40,01-11-2024,73,Active,4,02-06-2025,Delayed,
C6733,Other,Teenager,Karachi,11-07-2025,O10733,02-02-2024,Burger King,Sandwich,Dessert,5,1464.98,Wallet,30,08-11-2024,382,Inactive,3,22-12-2024,Delivered,
C4912,Other,Teenager,Peshawar,06-04-2024,O8912,02-02-2024,Burger King,Pizza,Italian,3,487.56,Wallet,7,18-03-2025,396,Inactive,3,26-12-2024,Delayed,
C4405,Female,Teenager,Islamabad,15-05-2025,O8405,02-03-2024,Subway,Sandwich,Italian,1,862.82,Wallet,44,03-06-2025,9,Inactive,1,20-03-2025,Delivered,
C5227,Male,Adult,Lahore,07-09-2024,O9227,02-03-2024,Subway,Burger,Italian,3,1061.61,Wallet,48,08-01-2025,410,Inactive,1,13-09-2024,Delivered,
C2017,Male,Senior,Lahore,29-07-2025,O6017,02-03-2024,Burger King,Pizza,Italian,2,1021.84,Cash,12,10-12-2024,331,Inactive,4,14-01-2025,Delayed,
C1671,Male,Teenager,Peshawar,05-04-2025,O5671,02-03-2024,Subway,Pizza,Dessert,2,1046.99,Cash,41,08-02-2025,467,Active,1,28-12-2024,Delayed,
C4707,Other,Senior,Multan,16-05-2024,O8707,02-04-2024,Pizza Hut,Pasta,Fast Food,1,1020.92,Wallet,33,16-09-2024,455,Inactive,4,16-09-2024,Delayed,
C3264,Female,Teenager,Islamabad,15-09-2023,O7264,02-04-2024,KFC,Sandwich,Chinese,4,541.34,Cash,1,06-05-2025,38,Inactive,3,16-07-2025,Delayed,
C2423,Male,Adult,Multan,29-04-2025,O6423,02-04-2024,Subway,Sandwich,Dessert,1,380.52,Wallet,39,02-07-2025,313,Active,1,02-01-2025,Cancelled,
C6063,Female,Adult,Karachi,07-02-2024,O10063,02-04-2024,Burger King,Pasta,Fast Food,5,1157.27,Cash,25,22-06-2025,140,Inactive,1,28-05-2025,Delivered,
C1019,Female,Adult,Lahore,27-12-2023,O5019,02-04-2024,Burger King,Sandwich,Continental,2,811.11,Wallet,35,13-10-2024,202,Inactive,3,21-09-2024,Delayed,
C6744,Other,Adult,Karachi,26-08-2024,O10744,02-05-2024,Pizza Hut,Sandwich,Fast Food,3,1385.57,Card,44,26-06-2025,150,Active,1,17-12-2024,Cancelled,
C1950,Other,Senior,Karachi,27-02-2025,O5950,02-05-2024,McDonald's,Pizza,Chinese,5,973.19,Wallet,37,02-01-2025,371,Inactive,2,28-09-2024,Delivered,
C6895,Other,Adult,Lahore,27-02-2024,O10895,02-05-2024,KFC,Fries,Dessert,5,921.34,Wallet,26,25-12-2024,337,Active,4,29-06-2025,Delivered,
C1761,Male,Adult,Peshawar,01-11-2024,O5761,02-05-2024,Subway,Burger,Dessert,1,961.38,Card,1,15-06-2025,146,Inactive,2,01-12-2024,Cancelled,
C3327,Other,Teenager,Peshawar,12-12-2024,O7327,02-05-2024,Burger King,Burger,Dessert,1,1480.59,Card,40,26-03-2025,250,Active,5,27-01-2025,Delayed,
C5259,Male,Teenager,Lahore,24-07-2025,O9259,02-05-2024,McDonald's,Pizza,Chinese,1,348.41,Cash,48,22-12-2024,120,Inactive,5,01-04-2025,Cancelled,
C2530,Male,Senior,Lahore,12-10-2023,O6530,02-05-2024,McDonald's,Pasta,Chinese,3,366.28,Wallet,13,01-05-2025,234,Inactive,3,18-05-2025,Cancelled,
C6278,Male,Adult,Islamabad,10-05-2025,O10278,02-05-2024,KFC,Burger,Chinese,3,536.49,Wallet,49,03-12-2024,272,Inactive,1,14-04-2025,Delivered,
C1640,Other,Senior,Peshawar,16-02-2025,O5640,02-06-2024,Pizza Hut,Burger,Italian,1,1121.14,Card,39,20-12-2024,31,Active,4,27-11-2024,Delivered,
C5718,Female,Teenager,Peshawar,19-04-2024,O9718,02-06-2024,KFC,Fries,Dessert,4,1020.4,Cash,5,27-01-2025,73,Inactive,5,01-10-2024,Cancelled,
C6084,Female,Senior,Multan,18-05-2025,O10084,02-06-2024,McDonald's,Pizza,Dessert,5,548.59,Wallet,50,11-03-2025,311,Active,5,04-08-2025,Delayed,
C3708,Female,Adult,Karachi,13-12-2023,O7708,02-06-2024,Subway,Pizza,Fast Food,1,1073.18,Wallet,1,04-12-2024,96,Inactive,1,23-09-2024,Delivered,
C4714,Female,Senior,Islamabad,04-08-2024,O8714,02-06-2024,Subway,Fries,Chinese,2,1001.76,Card,1,09-12-2024,115,Active,4,27-12-2024,Delayed,
C5104,Female,Senior,Islamabad,28-08-2024,O9104,02-06-2024,McDonald's,Pizza,Chinese,2,710.01,Wallet,46,09-03-2025,51,Active,2,18-09-2024,Delayed,
C3988,Female,Adult,Lahore,13-07-2024,O7988,02-06-2024,Subway,Pizza,Continental,2,880.6,Cash,22,12-10-2024,215,Active,5,20-03-2025,Delayed,
C4845,Male,Adult,Peshawar,09-07-2024,O8845,02-06-2024,Subway,Pasta,Italian,3,527.78,Card,6,27-03-2025,133,Inactive,5,28-05-2025,Delayed,
C4972,Male,Adult,Islamabad,16-01-2025,O8972,02-06-2024,Burger King,Burger,Dessert,4,252.25,Cash,42,23-09-2024,163,Active,2,27-03-2025,Cancelled,
C3689,Other,Teenager,Peshawar,22-04-2024,O7689,02-07-2024,KFC,Sandwich,Dessert,3,1229.53,Cash,6,21-10-2024,11,Active,4,04-07-2025,Cancelled,
C3501,Other,Teenager,Peshawar,03-11-2023,O7501,02-07-2024,McDonald's,Burger,Chinese,1,776.39,Wallet,11,17-06-2025,112,Inactive,4,25-12-2024,Cancelled,
C2852,Female,Adult,Peshawar,13-02-2024,O6852,02-07-2024,Subway,Fries,Continental,3,474.62,Cash,26,29-08-2024,358,Active,3,19-03-2025,Delayed,
C6919,Other,Adult,Karachi,26-04-2025,O10919,02-07-2024,McDonald's,Pizza,Italian,1,435.08,Card,46,26-07-2025,358,Active,2,20-08-2025,Delayed,
C4032,Male,Teenager,Peshawar,23-05-2025,O8032,02-07-2024,McDonald's,Sandwich,Continental,5,408.29,Wallet,47,15-03-2025,20,Active,2,02-11-2024,Delivered,
C1497,Male,Teenager,Karachi,08-05-2025,O5497,02-07-2024,Burger King,Pizza,Fast Food,3,1494.29,Wallet,17,24-03-2025,495,Inactive,2,15-09-2024,Cancelled,
C3342,Female,Adult,Peshawar,05-05-2025,O7342,02-07-2024,Pizza Hut,Pasta,Fast Food,3,914.81,Wallet,19,01-02-2025,67,Active,1,15-08-2025,Delayed,
C5194,Other,Teenager,Multan,17-04-2025,O9194,02-08-2024,Pizza Hut,Sandwich,Dessert,1,1021.82,Wallet,15,25-10-2024,430,Inactive,2,12-05-2025,Delivered,
C5480,Other,Adult,Karachi,14-03-2024,O9480,02-08-2024,Subway,Fries,Italian,5,1421.13,Card,39,27-07-2025,352,Active,3,22-10-2024,Delayed,
C1319,Other,Senior,Multan,23-06-2025,O5319,02-08-2024,KFC,Fries,Chinese,2,1228.42,Cash,25,14-10-2024,409,Inactive,4,14-07-2025,Delivered,
C2589,Female,Senior,Karachi,12-05-2025,O6589,02-08-2024,McDonald's,Sandwich,Italian,3,748.42,Wallet,3,30-12-2024,462,Inactive,1,09-09-2024,Delayed,
C5232,Female,Senior,Lahore,22-07-2024,O9232,02-08-2024,Burger King,Sandwich,Fast Food,1,730.76,Wallet,34,15-10-2024,479,Active,2,21-08-2024,Cancelled,
C2352,Other,Adult,Karachi,21-08-2024,O6352,02-08-2024,KFC,Pizza,Fast Food,1,938.44,Card,3,03-03-2025,241,Active,5,19-11-2024,Delayed,
C1246,Other,Senior,Islamabad,15-07-2024,O5246,02-08-2024,Subway,Burger,Chinese,3,165.69,Card,22,30-12-2024,236,Active,4,08-10-2024,Delivered,
C3363,Female,Teenager,Peshawar,10-03-2024,O7363,02-09-2024,McDonald's,Fries,Dessert,3,171.95,Cash,25,14-06-2025,215,Active,4,24-01-2025,Delayed,
C2742,Other,Adult,Islamabad,28-03-2024,O6742,02-09-2024,KFC,Burger,Chinese,1,878.99,Wallet,29,17-07-2025,105,Inactive,3,08-05-2025,Cancelled,
C5193,Female,Senior,Peshawar,19-06-2024,O9193,02-09-2024,KFC,Pasta,Dessert,3,646.37,Card,7,18-05-2025,138,Active,1,30-04-2025,Delivered,
C4943,Other,Adult,Lahore,08-06-2025,O8943,02-09-2024,KFC,Burger,Dessert,3,948.43,Wallet,44,17-01-2025,51,Inactive,2,13-09-2024,Delivered,
C3039,Other,Senior,Karachi,16-10-2023,O7039,02-09-2024,Pizza Hut,Burger,Chinese,4,150.64,Cash,45,24-03-2025,367,Active,3,21-02-2025,Delivered,
C2247,Female,Senior,Multan,23-10-2024,O6247,02-09-2024,Subway,Pizza,Italian,4,1088.13,Wallet,44,30-10-2024,63,Inactive,5,10-02-2025,Delayed,
C2982,Male,Teenager,Islamabad,17-04-2024,O6982,02-09-2024,Subway,Pasta,Italian,4,290.88,Cash,21,03-06-2025,458,Inactive,4,28-01-2025,Cancelled,
C5311,Female,Senior,Peshawar,15-07-2025,O9311,02-10-2024,McDonald's,Sandwich,Italian,4,1111.65,Card,42,09-04-2025,130,Inactive,1,14-07-2025,Cancelled,
C3508,Female,Teenager,Multan,13-06-2024,O7508,02-10-2024,McDonald's,Burger,Continental,2,721.57,Wallet,34,11-12-2024,201,Active,1,09-07-2025,Cancelled,
C4499,Other,Teenager,Peshawar,09-04-2024,O8499,02-10-2024,McDonald's,Burger,Chinese,2,318,Card,48,18-06-2025,241,Active,5,08-10-2024,Delayed,
C3888,Male,Teenager,Islamabad,18-04-2024,O7888,02-10-2024,Pizza Hut,Burger,Chinese,3,1341.31,Wallet,2,17-09-2024,19,Inactive,1,10-04-2025,Delivered,
C5084,Other,Adult,Peshawar,07-09-2024,O9084,02-10-2024,KFC,Pasta,Italian,1,1258.9,Card,44,05-10-2024,225,Inactive,1,16-06-2025,Cancelled,
C1623,Female,Senior,Peshawar,25-12-2024,O5623,02-10-2024,Pizza Hut,Fries,Fast Food,4,1370.81,Wallet,36,06-03-2025,95,Inactive,1,28-08-2024,Delivered,
C6480,Male,Senior,Multan,19-10-2023,O10480,02-10-2024,McDonald's,Pizza,Italian,1,820.63,Cash,4,09-03-2025,147,Active,4,14-12-2024,Delayed,
C2944,Male,Adult,Multan,08-08-2024,O6944,02-10-2024,McDonald's,Sandwich,Continental,3,455,Card,45,18-03-2025,403,Active,5,15-08-2025,Cancelled,
C2638,Other,Senior,Peshawar,29-04-2024,O6638,02-11-2024,KFC,Burger,Continental,2,716.66,Wallet,12,08-01-2025,187,Inactive,5,10-12-2024,Cancelled,
C3602,Female,Adult,Peshawar,12-10-2023,O7602,02-11-2024,McDonald's,Burger,Chinese,5,1247.58,Wallet,16,25-08-2024,442,Inactive,3,30-09-2024,Delivered,
C3368,Female,Teenager,Peshawar,19-06-2024,O7368,02-11-2024,Burger King,Sandwich,Continental,3,386.59,Card,24,13-11-2024,468,Active,2,06-10-2024,Delivered,
C6512,Other,Senior,Karachi,28-06-2024,O10512,02-11-2024,McDonald's,Pizza,Continental,4,1449.23,Card,41,29-05-2025,257,Inactive,2,25-10-2024,Delayed,
C4775,Female,Teenager,Peshawar,16-02-2024,O8775,02-11-2024,Subway,Sandwich,Continental,4,412.31,Card,14,01-07-2025,18,Active,2,19-12-2024,Delayed,
C6322,Female,Senior,Multan,23-05-2024,O10322,02-11-2024,Pizza Hut,Sandwich,Dessert,1,1250.97,Cash,16,04-06-2025,30,Inactive,3,24-06-2025,Delayed,
